name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Devin Harris","Dallas Mavericks",2016-02-26,2015,2382,1610612742,400828753,4,10,38,0,"Jump Shot","3PT Field Goal",22,"Denver Nuggets",-222,16,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-02-19,2015,2991280,1610612755,400828698,2,4,17,1,"Jump Shot","2PT Field Goal",16,"New Orleans Pelicans",-58,154,0,0.00,,0.00,0.00
"Marcus Morris","Detroit Pistons",2016-02-24,2015,6462,1610612765,400828734,4,11,21,0,"Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",-235,11,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-02-19,2015,4251,1610612754,400828699,3,11,26,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-12,247,0,0.00,,0.00,0.00
"Gerald Henderson","Portland Trail Blazers",2016-02-25,2015,3993,1610612757,400828746,2,10,29,0,"Jump Shot","2PT Field Goal",16,"Houston Rockets",-132,97,0,0.00,,0.00,0.00
"Aaron Brooks","Chicago Bulls",2016-02-10,2015,3192,1610612741,400828683,4,1,24,1,"Jump Shot","3PT Field Goal",26,"Atlanta Hawks",6,262,0,0.00,,0.00,0.00
"David West","San Antonio Spurs",2016-02-25,2015,2177,1610612759,400828747,4,10,37,0,"Jump Shot","2PT Field Goal",10,"Utah Jazz",-66,80,0,0.00,,0.00,0.00
"Derrick Rose","Chicago Bulls",2016-02-21,2015,3456,1610612741,400828718,3,6,51,0,"Jump Shot","2PT Field Goal",18,"Los Angeles Lakers",155,105,0,0.00,,0.00,0.00
"Luol Deng","Miami Heat",2016-02-28,2015,2429,1610612748,400828770,2,1,05,0,"Jump Shot","2PT Field Goal",22,"New York Knicks",141,180,0,0.00,,0.00,0.00
"RJ Hunter","Boston Celtics",2016-02-21,2015,2983727,1610612738,400828712,4,1,58,0,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",-192,170,0,0.00,,0.00,0.00
"Eric Gordon","New Orleans Pelicans",2016-02-27,2015,3431,1610612740,400828757,3,4,08,0,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",120,219,0,0.00,,0.00,0.00
"Jae Crowder","Boston Celtics",2016-02-21,2015,6581,1610612738,400828712,3,11,10,1,"Jump Shot","3PT Field Goal",23,"Denver Nuggets",225,51,0,0.00,,0.00,0.00
"DJ Augustin","Denver Nuggets",2016-02-26,2015,3415,1610612743,400828753,4,4,53,0,"Jump Shot","3PT Field Goal",23,"Dallas Mavericks",222,87,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Pelicans",2016-02-21,2015,3412,1610612740,400828710,3,0,02,0,"Jump Shot","3PT Field Goal",54,"Detroit Pistons",4,545,0,0.00,,0.00,0.00
"Amare Stoudemire","Miami Heat",2016-02-27,2015,1727,1610612748,400828756,1,9,10,1,"Jump Shot","2PT Field Goal",18,"Boston Celtics",143,110,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2016-02-21,2015,6583,1610612740,400828710,3,9,59,0,"Jump Shot","2PT Field Goal",17,"Detroit Pistons",-58,170,0,0.00,,0.00,0.00
"Wesley Matthews","Dallas Mavericks",2016-02-28,2015,4032,1610612742,400828769,3,8,23,0,"Jump Shot","3PT Field Goal",22,"Minnesota Timberwolves",-225,47,0,0.00,,0.00,0.00
"Bobby Portis","Chicago Bulls",2016-02-21,2015,3064482,1610612741,400828718,4,6,13,0,"Jump Shot","2PT Field Goal",20,"Los Angeles Lakers",-184,90,0,0.00,,0.00,0.00
"Tony Parker","San Antonio Spurs",2016-02-25,2015,1015,1610612759,400828747,2,7,56,0,"Jump Shot","2PT Field Goal",14,"Utah Jazz",-71,124,0,0.00,,0.00,0.00
"Dennis Schroder","Atlanta Hawks",2016-02-20,2015,3032979,1610612737,400828706,5,0,19,0,"Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",-230,3,0,0.00,,0.00,0.00
"Mario Hezonja","Orlando Magic",2016-02-25,2015,2995706,1610612753,400828742,1,2,26,0,"Jump Shot","3PT Field Goal",24,"Golden State Warriors",-12,247,0,0.00,,0.00,0.00
"Evan Fournier","Orlando Magic",2016-02-21,2015,6588,1610612753,400828715,4,3,39,0,"Jump Shot","3PT Field Goal",26,"Indiana Pacers",143,219,0,0.00,,0.00,0.00
"TJ McConnell","Philadelphia 76ers",2016-02-26,2015,2530530,1610612755,400828749,4,6,14,0,"Jump Shot","2PT Field Goal",6,"Washington Wizards",-63,21,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-02-21,2015,4251,1610612754,400828715,3,2,42,1,"Jump Shot","3PT Field Goal",25,"Orlando Magic",204,154,0,0.00,,0.00,0.00
"Tim Duncan","San Antonio Spurs",2016-02-27,2015,215,1610612759,400828759,1,9,28,1,"Jump Shot","2PT Field Goal",18,"Houston Rockets",110,146,0,0.00,,0.00,0.00
"JaMychal Green","Memphis Grizzlies",2016-02-19,2015,2327577,1610612763,400828697,3,0,31,0,"Jump Shot","2PT Field Goal",7,"Minnesota Timberwolves",-61,41,0,0.00,,0.00,0.00
"Shabazz Muhammad","Minnesota Timberwolves",2016-02-27,2015,2993875,1610612750,400828757,3,10,21,0,"Jump Shot","2PT Field Goal",4,"New Orleans Pelicans",-20,41,0,0.00,,0.00,0.00
"CJ Miles","Indiana Pacers",2016-02-21,2015,2778,1610612754,400828715,1,1,49,1,"Jump Shot","2PT Field Goal",9,"Orlando Magic",60,70,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2016-02-26,2015,6478,1610612753,400828750,1,6,03,1,"Jump Shot","2PT Field Goal",6,"New York Knicks",-63,23,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2016-02-21,2015,6478,1610612753,400828715,1,8,48,0,"Jump Shot","2PT Field Goal",15,"Indiana Pacers",-138,61,0,0.00,,0.00,0.00
"Serge Ibaka","Oklahoma City Thunder",2016-02-25,2015,3439,1610612760,400828744,3,5,00,0,"Jump Shot","2PT Field Goal",19,"New Orleans Pelicans",84,174,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2016-02-19,2015,609,1610612742,400828692,1,7,51,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",-104,234,0,0.00,,0.00,0.00
"David West","San Antonio Spurs",2016-02-24,2015,2177,1610612759,400828741,4,7,42,1,"Jump Shot","2PT Field Goal",19,"Sacramento Kings",-34,193,0,0.00,,0.00,0.00
"Markel Brown","Brooklyn Nets",2016-02-21,2015,2530750,1610612751,400828714,4,10,34,0,"Jump Shot","3PT Field Goal",24,"Charlotte Hornets",-19,247,0,0.00,,0.00,0.00
"Rudy Gay","Sacramento Kings",2016-02-26,2015,3005,1610612758,400828754,4,5,04,0,"Jump Shot","2PT Field Goal",4,"Los Angeles Clippers",24,36,0,0.00,,0.00,0.00
"Jeremy Lin","Charlotte Hornets",2016-02-19,2015,4299,1610612766,400828700,1,4,45,0,"Jump Shot","2PT Field Goal",5,"Milwaukee Bucks",10,56,0,0.00,,0.00,0.00
"Avery Bradley","Boston Celtics",2016-02-25,2015,4240,1610612738,400828743,2,5,48,0,"Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",-129,213,0,0.00,,0.00,0.00
"Alexis Ajinca","New Orleans Pelicans",2016-02-10,2015,3410,1610612740,400828685,4,10,54,0,"Jump Shot","2PT Field Goal",6,"Utah Jazz",51,41,0,0.00,,0.00,0.00
"Matt Barnes","Memphis Grizzlies",2016-02-27,2015,1765,1610612763,400828762,3,0,00,0,"Jump Shot","2PT Field Goal",7,"Phoenix Suns",-69,29,0,0.00,,0.00,0.00
"Marvin Williams","Charlotte Hornets",2016-02-21,2015,2797,1610612766,400828714,1,5,13,1,"Jump Shot","3PT Field Goal",24,"Brooklyn Nets",-186,156,0,0.00,,0.00,0.00
"Pau Gasol","Chicago Bulls",2016-02-26,2015,996,1610612741,400828752,2,2,23,0,"Jump Shot","2PT Field Goal",18,"Atlanta Hawks",187,0,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2016-02-10,2015,3136195,1610612750,400828684,4,2,17,1,"Jump Shot","2PT Field Goal",19,"Toronto Raptors",-191,21,0,0.00,,0.00,0.00
"Allen Crabbe","Portland Trail Blazers",2016-02-27,2015,2531210,1610612757,400828758,4,8,10,0,"Jump Shot","3PT Field Goal",23,"Chicago Bulls",-232,0,0,0.00,,0.00,0.00
"Jeremy Lin","Charlotte Hornets",2016-02-19,2015,4299,1610612766,400828700,3,4,17,0,"Jump Shot","2PT Field Goal",8,"Milwaukee Bucks",28,77,0,0.00,,0.00,0.00
"Tyus Jones","Minnesota Timberwolves",2016-02-27,2015,3135046,1610612750,400828757,1,0,00,1,"Jump Shot","3PT Field Goal",28,"New Orleans Pelicans",173,223,0,0.00,,0.00,0.00
"Josh Smith","Houston Rockets",2016-02-19,2015,2411,1610612745,400828701,3,11,04,0,"Jump Shot","3PT Field Goal",23,"Phoenix Suns",233,-16,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Pelicans",2016-02-27,2015,3412,1610612740,400828757,4,9,04,1,"Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",-183,3,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-02-19,2015,4251,1610612754,400828699,2,1,48,1,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",133,213,0,0.00,,0.00,0.00
"Mike Muscala","Atlanta Hawks",2016-02-28,2015,2490089,1610612737,400828765,3,1,11,1,"Jump Shot","2PT Field Goal",18,"Charlotte Hornets",110,146,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2016-02-21,2015,6478,1610612753,400828715,2,6,11,1,"Jump Shot","2PT Field Goal",18,"Indiana Pacers",-97,159,0,0.00,,0.00,0.00
"Evan Fournier","Orlando Magic",2016-02-25,2015,6588,1610612753,400828742,2,3,10,1,"Jump Shot","3PT Field Goal",23,"Golden State Warriors",228,41,0,0.00,,0.00,0.00
"Jason Smith","Orlando Magic",2016-02-21,2015,3232,1610612753,400828715,1,8,09,1,"Jump Shot","2PT Field Goal",16,"Indiana Pacers",-129,105,0,0.00,,0.00,0.00
"Otto Porter","Washington Wizards",2016-02-28,2015,,1610612764,400828764,3,10,32,1,"Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-210,131,0,0.00,,0.00,0.00
"Bojan Bogdanovic","Brooklyn Nets",2016-02-21,2015,3593,1610612751,400828714,3,0,25,0,"Jump Shot","3PT Field Goal",23,"Charlotte Hornets",228,36,0,0.00,,0.00,0.00
"Mike Dunleavy","Chicago Bulls",2016-02-26,2015,1708,1610612741,400828752,2,1,19,1,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",68,232,0,0.00,,0.00,0.00
"Ian Clark","Golden State Warriors",2016-02-19,2015,2489785,1610612744,400828702,4,3,51,0,"Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-232,16,0,0.00,,0.00,0.00
"Cristiano Felicio","Chicago Bulls",2016-02-26,2015,3113587,1610612741,400828752,4,2,44,1,"Jump Shot","2PT Field Goal",18,"Atlanta Hawks",97,159,0,0.00,,0.00,0.00
"Dante Cunningham","New Orleans Pelicans",2016-02-10,2015,3974,1610612740,400828685,3,0,28,0,"Jump Shot","3PT Field Goal",22,"Utah Jazz",-228,-5,0,0.00,,0.00,0.00
"Pau Gasol","Chicago Bulls",2016-02-26,2015,996,1610612741,400828752,3,1,22,0,"Jump Shot","2PT Field Goal",18,"Atlanta Hawks",35,185,0,0.00,,0.00,0.00
"Gary Harris","Denver Nuggets",2016-02-21,2015,2999547,1610612743,400828712,2,3,14,0,"Jump Shot","3PT Field Goal",25,"Boston Celtics",-79,242,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2016-02-26,2015,609,1610612742,400828753,4,8,35,0,"Jump Shot","2PT Field Goal",17,"Denver Nuggets",60,164,0,0.00,,0.00,0.00
"Gordon Hayward","Utah Jazz",2016-02-10,2015,4249,1610612762,400828685,2,2,14,0,"Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",-207,134,0,0.00,,0.00,0.00
"Al Horford","Atlanta Hawks",2016-02-26,2015,3213,1610612737,400828752,1,0,42,0,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",2,242,0,0.00,,0.00,0.00
"Deron Williams","Dallas Mavericks",2016-02-19,2015,2798,1610612742,400828692,5,4,46,0,"Jump Shot","2PT Field Goal",9,"Orlando Magic",50,85,0,0.00,,0.00,0.00
"Gerald Henderson","Portland Trail Blazers",2016-02-27,2015,3993,1610612757,400828758,3,4,35,1,"Jump Shot","2PT Field Goal",19,"Chicago Bulls",-197,-6,0,0.00,,0.00,0.00
"Trey Burke","Utah Jazz",2016-02-21,2015,2579260,1610612762,400828719,4,8,37,1,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",204,144,0,0.00,,0.00,0.00
"Jared Sullinger","Boston Celtics",2016-02-27,2015,6624,1610612738,400828756,2,1,00,0,"Jump Shot","2PT Field Goal",19,"Miami Heat",120,156,0,0.00,,0.00,0.00
"Jeremy Lin","Charlotte Hornets",2016-02-19,2015,4299,1610612766,400828700,2,6,35,0,"Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",-155,198,0,0.00,,0.00,0.00
"Zach LaVine","Minnesota Timberwolves",2016-02-28,2015,3064440,1610612750,400828769,3,3,22,0,"Jump Shot","3PT Field Goal",27,"Dallas Mavericks",-68,262,0,0.00,,0.00,0.00
"AlFarouq Aminu","Portland Trail Blazers",2016-02-21,2015,4248,1610612757,400828719,2,4,41,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",225,95,0,0.00,,0.00,0.00
"Avery Bradley","Boston Celtics",2016-02-27,2015,4240,1610612738,400828756,2,0,29,1,"Jump Shot","3PT Field Goal",26,"Miami Heat",-181,198,0,0.00,,0.00,0.00
"Shelvin Mack","Utah Jazz",2016-02-21,2015,6454,1610612762,400828719,1,4,04,1,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-214,129,0,0.00,,0.00,0.00
"CJ Watson","Orlando Magic",2016-02-26,2015,3277,1610612753,400828750,1,1,21,0,"Jump Shot","2PT Field Goal",15,"New York Knicks",-151,36,0,0.00,,0.00,0.00
"ETwaun Moore","Chicago Bulls",2016-02-21,2015,6460,1610612741,400828718,2,1,39,0,"Jump Shot","2PT Field Goal",11,"Los Angeles Lakers",53,106,0,0.00,,0.00,0.00
"Trevor Ariza","Houston Rockets",2016-02-25,2015,2426,1610612745,400828746,1,5,38,0,"Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",227,-6,0,0.00,,0.00,0.00
"Kevin Love","Cleveland Cavaliers",2016-02-18,2015,3449,1610612739,0,2,5,00,1,"Jump Shot","2PT Field Goal",20,"Chicago Bulls",207,-6,0,0.00,,0.00,0.00
"Iman Shumpert","Cleveland Cavaliers",2016-02-28,2015,6468,1610612739,400828764,1,3,31,0,"Jump Shot","3PT Field Goal",23,"Washington Wizards",230,28,0,0.00,,0.00,0.00
"Wesley Matthews","Dallas Mavericks",2016-02-19,2015,4032,1610612742,400828692,1,0,33,1,"Jump Shot","3PT Field Goal",23,"Orlando Magic",-228,56,0,0.00,,0.00,0.00
"Gerald Henderson","Portland Trail Blazers",2016-02-27,2015,3993,1610612757,400828758,4,5,53,0,"Jump Shot","2PT Field Goal",21,"Chicago Bulls",-153,151,0,0.00,,0.00,0.00
"Kevin Durant","Oklahoma City Thunder",2016-02-19,2015,3202,1610612760,400828699,4,0,05,1,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",9,242,0,0.00,,0.00,0.00
"George Hill","Indiana Pacers",2016-02-26,2015,3438,1610612754,400828748,4,7,00,1,"Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-122,229,0,0.00,,0.00,0.00
"Rudy Gay","Sacramento Kings",2016-02-19,2015,3005,1610612758,400828703,2,5,26,0,"Jump Shot","2PT Field Goal",8,"Denver Nuggets",-1,80,0,0.00,,0.00,0.00
"Tyler Zeller","Boston Celtics",2016-02-27,2015,6631,1610612738,400828756,2,11,42,0,"Jump Shot","2PT Field Goal",16,"Miami Heat",155,56,0,0.00,,0.00,0.00
"Wayne Ellington","Brooklyn Nets",2016-02-19,2015,3981,1610612751,400828694,1,7,25,1,"Jump Shot","3PT Field Goal",24,"New York Knicks",68,232,0,0.00,,0.00,0.00
"Mario Hezonja","Orlando Magic",2016-02-26,2015,2995706,1610612753,400828750,2,4,56,0,"Jump Shot","3PT Field Goal",23,"New York Knicks",-232,26,0,0.00,,0.00,0.00
"JR Smith","Cleveland Cavaliers",2016-02-18,2015,2444,1610612739,0,3,8,51,0,"Jump Shot","3PT Field Goal",28,"Chicago Bulls",-183,213,0,0.00,,0.00,0.00
"Carmelo Anthony","New York Knicks",2016-02-28,2015,1975,1610612752,400828770,3,3,17,1,"Jump Shot","2PT Field Goal",22,"Miami Heat",217,46,0,0.00,,0.00,0.00
"Donald Sloan","Brooklyn Nets",2016-02-21,2015,4303,1610612751,400828714,1,9,35,1,"Jump Shot","3PT Field Goal",24,"Charlotte Hornets",71,237,0,0.00,,0.00,0.00
"Mario Hezonja","Orlando Magic",2016-02-26,2015,2995706,1610612753,400828750,2,2,18,0,"Jump Shot","2PT Field Goal",19,"New York Knicks",-12,193,0,0.00,,0.00,0.00
"Patty Mills","San Antonio Spurs",2016-02-21,2015,4004,1610612759,400828713,4,4,14,1,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",-40,239,0,0.00,,0.00,0.00
"Brandon Jennings","Orlando Magic",2016-02-26,2015,3997,1610612753,400828750,4,4,14,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",78,247,0,0.00,,0.00,0.00
"Derrick Williams","New York Knicks",2016-02-19,2015,6480,1610612752,400828694,3,0,23,1,"Jump Shot","3PT Field Goal",22,"Brooklyn Nets",-225,-24,0,0.00,,0.00,0.00
"Derrick Williams","New York Knicks",2016-02-28,2015,6480,1610612752,400828770,4,11,31,0,"Jump Shot","2PT Field Goal",18,"Miami Heat",-168,70,0,0.00,,0.00,0.00
"Will Barton","Denver Nuggets",2016-02-21,2015,6579,1610612743,400828712,3,0,18,0,"Jump Shot","2PT Field Goal",3,"Boston Celtics",35,2,0,0.00,,0.00,0.00
"Al Horford","Atlanta Hawks",2016-02-26,2015,3213,1610612737,400828752,2,3,12,1,"Jump Shot","2PT Field Goal",18,"Chicago Bulls",-43,183,0,0.00,,0.00,0.00
"Wesley Johnson","Los Angeles Clippers",2016-02-10,2015,4247,1610612746,400828679,4,10,35,0,"Jump Shot","3PT Field Goal",23,"Boston Celtics",-232,7,0,0.00,,0.00,0.00
"Carmelo Anthony","New York Knicks",2016-02-28,2015,1975,1610612752,400828770,1,3,25,1,"Jump Shot","2PT Field Goal",19,"Miami Heat",101,164,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-02-21,2015,3003,1610612760,400828711,4,1,26,1,"Jump Shot","2PT Field Goal",20,"Cleveland Cavaliers",-30,203,0,0.00,,0.00,0.00
"Dante Cunningham","New Orleans Pelicans",2016-02-25,2015,3974,1610612740,400828744,4,10,53,1,"Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",232,7,0,0.00,,0.00,0.00
"Marcin Gortat","Washington Wizards",2016-02-18,2015,2758,1610612764,0,2,9,49,1,"Jump Shot","2PT Field Goal",11,"Utah Jazz",-101,46,0,0.00,,0.00,0.00
"Jamal Crawford","Los Angeles Clippers",2016-02-26,2015,165,1610612746,400828754,4,8,31,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",37,254,0,0.00,,0.00,0.00
"Jrue Holiday","New Orleans Pelicans",2016-02-21,2015,3995,1610612740,400828710,4,10,09,0,"Jump Shot","3PT Field Goal",25,"Detroit Pistons",42,252,0,0.00,,0.00,0.00
"Tony Snell","Chicago Bulls",2016-02-26,2015,2528353,1610612741,400828752,1,8,55,0,"Jump Shot","3PT Field Goal",23,"Atlanta Hawks",228,36,0,0.00,,0.00,0.00
"OJ Mayo","Milwaukee Bucks",2016-02-19,2015,3450,1610612749,400828700,2,9,12,0,"Jump Shot","2PT Field Goal",19,"Charlotte Hornets",40,190,0,0.00,,0.00,0.00
"Josh Richardson","Miami Heat",2016-02-24,2015,2581190,1610612748,400828735,2,9,27,1,"Jump Shot","3PT Field Goal",23,"Golden State Warriors",-233,56,0,0.00,,0.00,0.00
"Omer Asik","New Orleans Pelicans",2016-02-21,2015,3414,1610612740,400828710,1,6,23,0,"Jump Shot","2PT Field Goal",4,"Detroit Pistons",-43,16,0,0.00,,0.00,0.00
"Michael CarterWilliams","Milwaukee Bucks",2016-02-27,2015,2596108,1610612749,400828760,4,7,47,0,"Jump Shot","2PT Field Goal",18,"Detroit Pistons",127,128,0,0.00,,0.00,0.00
"Kyrie Irving","Cleveland Cavaliers",2016-02-18,2015,6442,1610612739,0,3,9,15,0,"Jump Shot","2PT Field Goal",16,"Chicago Bulls",115,115,0,0.00,,0.00,0.00
"Nik Stauskas","Philadelphia 76ers",2016-02-24,2015,2991042,1610612755,400828734,2,5,27,0,"Jump Shot","2PT Field Goal",6,"Detroit Pistons",-35,51,0,0.00,,0.00,0.00
"Donald Sloan","Brooklyn Nets",2016-02-19,2015,4303,1610612751,400828694,3,3,25,0,"Jump Shot","2PT Field Goal",20,"New York Knicks",-114,174,0,0.00,,0.00,0.00
"Gerald Henderson","Portland Trail Blazers",2016-02-27,2015,3993,1610612757,400828758,4,10,36,0,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",-155,195,0,0.00,,0.00,0.00
"Jeremy Lin","Charlotte Hornets",2016-02-19,2015,4299,1610612766,400828700,2,9,02,0,"Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",177,192,0,0.00,,0.00,0.00
"ETwaun Moore","Chicago Bulls",2016-02-27,2015,6460,1610612741,400828758,3,11,24,1,"Jump Shot","2PT Field Goal",20,"Portland Trail Blazers",-207,-1,0,0.00,,0.00,0.00
"Kelly Olynyk","Boston Celtics",2016-02-10,2015,2489663,1610612738,400828679,1,0,50,0,"Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-176,198,0,0.00,,0.00,0.00
"Brandon Rush","Golden State Warriors",2016-02-25,2015,3457,1610612744,400828742,4,1,28,1,"Jump Shot","3PT Field Goal",24,"Orlando Magic",-60,237,0,0.00,,0.00,0.00
"Jamal Crawford","Los Angeles Clippers",2016-02-20,2015,165,1610612746,400828709,1,4,50,0,"Jump Shot","2PT Field Goal",8,"Golden State Warriors",81,16,0,0.00,,0.00,0.00
"Justin Harper","Detroit Pistons",2016-02-27,2015,6438,1610612765,400828760,4,0,44,0,"Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",166,172,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-02-21,2015,3136776,1610612747,400828718,4,3,26,1,"Jump Shot","3PT Field Goal",26,"Chicago Bulls",-156,208,0,0.00,,0.00,0.00
"Brandon Jennings","Orlando Magic",2016-02-25,2015,3997,1610612753,400828742,4,9,16,1,"Jump Shot","3PT Field Goal",24,"Golden State Warriors",-11,242,0,0.00,,0.00,0.00
"Justise Winslow","Miami Heat",2016-02-20,2015,3135047,1610612748,400828707,4,1,36,1,"Jump Shot","2PT Field Goal",3,"Washington Wizards",-12,31,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-02-25,2015,2490149,1610612757,400828746,4,2,47,1,"Jump Shot","2PT Field Goal",13,"Houston Rockets",-122,61,0,0.00,,0.00,0.00
"Richaun Holmes","Philadelphia 76ers",2016-02-21,2015,2993370,1610612755,400828717,4,2,53,0,"Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-235,16,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-02-25,2015,6606,1610612757,400828746,3,4,26,0,"Jump Shot","3PT Field Goal",28,"Houston Rockets",-135,254,0,0.00,,0.00,0.00
"Terrence Ross","Toronto Raptors",2016-02-21,2015,6619,1610612761,400828716,4,10,00,0,"Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",202,146,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-02-26,2015,3012,1610612761,400828751,1,3,28,0,"Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",115,237,0,0.00,,0.00,0.00
"Bismack Biyombo","Toronto Raptors",2016-02-21,2015,6427,1610612761,400828716,2,9,29,0,"Jump Shot","2PT Field Goal",15,"Memphis Grizzlies",150,13,0,0.00,,0.00,0.00
"Mario Hezonja","Orlando Magic",2016-02-25,2015,2995706,1610612753,400828742,4,2,39,0,"Jump Shot","3PT Field Goal",26,"Golden State Warriors",-1,262,0,0.00,,0.00,0.00
"Derrick Rose","Chicago Bulls",2016-02-18,2015,3456,1610612741,0,4,6,26,0,"Jump Shot","2PT Field Goal",15,"Cleveland Cavaliers",-47,149,0,0.00,,0.00,0.00
"Paul Millsap","Atlanta Hawks",2016-02-28,2015,3015,1610612737,400828765,2,3,36,1,"Jump Shot","3PT Field Goal",25,"Charlotte Hornets",119,223,0,0.00,,0.00,0.00
"Derrick Favors","Utah Jazz",2016-02-18,2015,4257,1610612762,0,2,3,54,0,"Jump Shot","2PT Field Goal",8,"Washington Wizards",-47,72,0,0.00,,0.00,0.00
"Paul Millsap","Atlanta Hawks",2016-02-26,2015,3015,1610612737,400828752,1,5,17,1,"Jump Shot","2PT Field Goal",13,"Chicago Bulls",-132,-6,0,0.00,,0.00,0.00
"Nik Stauskas","Philadelphia 76ers",2016-02-19,2015,2991042,1610612755,400828698,1,7,02,1,"Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",241,11,0,0.00,,0.00,0.00
"Seth Curry","Sacramento Kings",2016-02-26,2015,2326307,1610612758,400828754,1,1,06,0,"Jump Shot","2PT Field Goal",18,"Los Angeles Clippers",-130,129,0,0.00,,0.00,0.00
"Kevin Love","Cleveland Cavaliers",2016-02-18,2015,3449,1610612739,0,1,0,45,1,"Jump Shot","2PT Field Goal",20,"Chicago Bulls",-204,2,0,0.00,,0.00,0.00
"Terrence Jones","Houston Rockets",2016-02-25,2015,6597,1610612745,400828746,2,10,17,0,"Jump Shot","2PT Field Goal",3,"Portland Trail Blazers",-30,2,0,0.00,,0.00,0.00
"Jeremy Lin","Charlotte Hornets",2016-02-19,2015,4299,1610612766,400828700,1,4,20,0,"Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",-186,190,0,0.00,,0.00,0.00
"Reggie Bullock","Detroit Pistons",2016-02-28,2015,2528779,1610612765,400828766,2,7,34,0,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",218,129,0,0.00,,0.00,0.00
"Jabari Parker","Milwaukee Bucks",2016-02-11,2015,3056600,1610612749,400828688,3,3,24,1,"Jump Shot","2PT Field Goal",14,"Washington Wizards",68,131,0,0.00,,0.00,0.00
"Paul Millsap","Atlanta Hawks",2016-02-26,2015,3015,1610612737,400828752,4,8,07,0,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",-2,247,0,0.00,,0.00,0.00
"Patty Mills","San Antonio Spurs",2016-02-21,2015,4004,1610612759,400828713,1,1,36,1,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",-122,213,0,0.00,,0.00,0.00
"Kristaps Porzingis","New York Knicks",2016-02-26,2015,3102531,1610612752,400828750,4,10,09,0,"Jump Shot","3PT Field Goal",26,"Orlando Magic",46,257,0,0.00,,0.00,0.00
