name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Alexis Ajinca","New Orleans Pelicans",2016-04-05,2015,3410,1610612740,400829041,1,9,32,1,"Jump Shot","2PT Field Goal",16,"Philadelphia 76ers",94,139,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2016-04-12,2015,6450,1610612759,400829102,2,1,25,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-25,242,0,0.00,,0.00,0.00
"Nemanja Bjelica","Minnesota Timberwolves",2016-04-05,2015,4269,1610612750,400829050,2,9,40,0,"Jump Shot","2PT Field Goal",8,"Golden State Warriors",12,82,0,0.00,,0.00,0.00
"Nicolas Batum","Charlotte Hornets",2016-04-10,2015,3416,1610612766,400829081,3,11,47,0,"Jump Shot","2PT Field Goal",17,"Washington Wizards",97,149,0,0.00,,0.00,0.00
"Kyrie Irving","Cleveland Cavaliers",2016-04-01,2015,6442,1610612739,400829018,1,4,59,1,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-135,203,0,0.00,,0.00,0.00
"Dennis Schroder","Atlanta Hawks",2016-04-11,2015,3032979,1610612737,400829090,4,0,08,0,"Jump Shot","2PT Field Goal",16,"Cleveland Cavaliers",114,115,0,0.00,,0.00,0.00
"Chris Paul","Los Angeles Clippers",2016-04-03,2015,2779,1610612746,400829034,1,11,41,1,"Jump Shot","2PT Field Goal",21,"Washington Wizards",117,180,0,0.00,,0.00,0.00
"Gary Harris","Denver Nuggets",2016-04-10,2015,2999547,1610612743,400829085,3,4,05,0,"Jump Shot","3PT Field Goal",23,"Utah Jazz",-227,47,0,0.00,,0.00,0.00
"Carmelo Anthony","New York Knicks",2016-04-01,2015,1975,1610612752,400829017,3,4,52,0,"Jump Shot","2PT Field Goal",21,"Brooklyn Nets",217,-1,0,0.00,,0.00,0.00
"Sean Kilpatrick","Brooklyn Nets",2016-04-11,2015,2488689,1610612751,400829093,1,0,41,1,"Jump Shot","3PT Field Goal",24,"Washington Wizards",-187,165,0,0.00,,0.00,0.00
"Jeremy Lamb","Charlotte Hornets",2016-04-01,2015,6603,1610612766,400829015,2,10,57,0,"Jump Shot","2PT Field Goal",4,"Philadelphia 76ers",-40,13,0,0.00,,0.00,0.00
"Johnny OBryant","Milwaukee Bucks",2016-04-13,2015,,1610612749,400829112,1,6,46,0,"Jump Shot","2PT Field Goal",15,"Indiana Pacers",82,136,0,0.00,,0.00,0.00
"Devin Harris","Dallas Mavericks",2016-04-01,2015,2382,1610612742,400829016,3,2,30,0,"Jump Shot","3PT Field Goal",26,"Detroit Pistons",132,232,0,0.00,,0.00,0.00
"Donald Sloan","Brooklyn Nets",2016-04-10,2015,4303,1610612751,400829086,3,8,23,1,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",245,18,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2016-04-02,2015,6450,1610612759,400829027,2,0,37,0,"Jump Shot","2PT Field Goal",17,"Toronto Raptors",-129,111,0,0.00,,0.00,0.00
"Rodney Stuckey","Indiana Pacers",2016-04-13,2015,3235,1610612754,400829112,3,3,58,1,"Jump Shot","2PT Field Goal",17,"Milwaukee Bucks",-2,178,0,0.00,,0.00,0.00
"Nikola Mirotic","Chicago Bulls",2016-04-05,2015,6459,1610612741,400829045,1,2,28,1,"Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",-199,170,0,0.00,,0.00,0.00
"Solomon Hill","Indiana Pacers",2016-04-13,2015,2488958,1610612754,400829112,3,5,39,0,"Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",236,2,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2016-04-01,2015,609,1610612742,400829016,3,11,09,0,"Jump Shot","2PT Field Goal",17,"Detroit Pistons",179,8,0,0.00,,0.00,0.00
"Tayshaun Prince","Minnesota Timberwolves",2016-04-07,2015,1724,1610612750,400829063,4,6,37,1,"Jump Shot","2PT Field Goal",22,"Sacramento Kings",137,180,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2016-04-03,2015,4237,1610612764,400829034,3,1,52,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",166,178,0,0.00,,0.00,0.00
"Harrison Barnes","Golden State Warriors",2016-04-07,2015,6578,1610612744,400829064,1,8,07,0,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",199,149,0,0.00,,0.00,0.00
"Kosta Koufos","Sacramento Kings",2016-04-01,2015,3444,1610612758,400829022,2,0,04,0,"Jump Shot","2PT Field Goal",12,"Miami Heat",-48,120,0,0.00,,0.00,0.00
"Greivis Vasquez","Milwaukee Bucks",2016-04-13,2015,4291,1610612749,400829112,1,0,52,0,"Jump Shot","2PT Field Goal",4,"Indiana Pacers",38,21,0,0.00,,0.00,0.00
"Joe Johnson","Miami Heat",2016-04-05,2015,1007,1610612748,400829042,3,6,11,0,"Jump Shot","2PT Field Goal",16,"Detroit Pistons",102,134,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2016-04-11,2015,2384,1610612745,400829094,1,7,18,0,"Jump Shot","2PT Field Goal",8,"Minnesota Timberwolves",78,28,0,0.00,,0.00,0.00
"Ish Smith","Philadelphia 76ers",2016-04-01,2015,4305,1610612755,400829015,4,3,53,0,"Jump Shot","3PT Field Goal",24,"Charlotte Hornets",110,219,0,0.00,,0.00,0.00
"Patrick Beverley","Houston Rockets",2016-04-07,2015,3964,1610612745,400829062,3,6,47,0,"Jump Shot","3PT Field Goal",23,"Phoenix Suns",-237,-5,0,0.00,,0.00,0.00
"Robert Covington","Philadelphia 76ers",2016-04-02,2015,2490620,1610612755,400829025,1,0,00,0,"Jump Shot","3PT Field Goal",43,"Indiana Pacers",10,437,0,0.00,,0.00,0.00
"Chris McCullough","Brooklyn Nets",2016-04-11,2015,3153165,1610612751,400829093,2,2,44,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",94,232,0,0.00,,0.00,0.00
"Jerami Grant","Philadelphia 76ers",2016-04-02,2015,2991070,1610612755,400829025,1,10,59,0,"Jump Shot","2PT Field Goal",5,"Indiana Pacers",-42,31,0,0.00,,0.00,0.00
"Greivis Vasquez","Milwaukee Bucks",2016-04-11,2015,4291,1610612749,400829091,4,7,56,1,"Jump Shot","3PT Field Goal",26,"Orlando Magic",-171,203,0,0.00,,0.00,0.00
"JaMychal Green","Memphis Grizzlies",2016-04-05,2015,2327577,1610612763,400829045,2,2,46,0,"Jump Shot","3PT Field Goal",23,"Chicago Bulls",236,-16,0,0.00,,0.00,0.00
"Deron Williams","Dallas Mavericks",2016-04-13,2015,2798,1610612742,400829110,1,5,00,0,"Jump Shot","2PT Field Goal",18,"San Antonio Spurs",153,110,0,0.00,,0.00,0.00
"Seth Curry","Sacramento Kings",2016-04-01,2015,2326307,1610612758,400829022,1,9,02,1,"Jump Shot","3PT Field Goal",25,"Miami Heat",-220,124,0,0.00,,0.00,0.00
"Bobby Portis","Chicago Bulls",2016-04-13,2015,3064482,1610612741,400829109,4,11,27,0,"Jump Shot","2PT Field Goal",10,"Philadelphia 76ers",105,7,0,0.00,,0.00,0.00
"Joe Johnson","Miami Heat",2016-04-02,2015,1007,1610612748,400829029,2,7,42,0,"Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",230,3,0,0.00,,0.00,0.00
"Justin Holiday","Chicago Bulls",2016-04-13,2015,2284101,1610612741,400829109,1,9,43,1,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",32,239,0,0.00,,0.00,0.00
"Bobby Portis","Chicago Bulls",2016-04-05,2015,3064482,1610612741,400829045,1,8,58,0,"Jump Shot","2PT Field Goal",18,"Memphis Grizzlies",-42,180,0,0.00,,0.00,0.00
"Kemba Walker","Charlotte Hornets",2016-04-11,2015,6479,1610612766,400829092,3,0,50,0,"Jump Shot","2PT Field Goal",18,"Boston Celtics",-88,164,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2016-04-01,2015,6589,1610612744,400829023,2,4,43,0,"Jump Shot","3PT Field Goal",24,"Boston Celtics",233,61,0,0.00,,0.00,0.00
"Joe Johnson","Miami Heat",2016-04-13,2015,1007,1610612748,400829104,4,7,01,0,"Jump Shot","3PT Field Goal",24,"Boston Celtics",-194,156,0,0.00,,0.00,0.00
"Axel Toupane","Denver Nuggets",2016-04-02,2015,3037805,1610612743,400829028,4,10,39,1,"Jump Shot","3PT Field Goal",23,"Sacramento Kings",238,13,0,0.00,,0.00,0.00
"Trey Lyles","Utah Jazz",2016-04-10,2015,3136196,1610612762,400829085,3,7,53,1,"Jump Shot","3PT Field Goal",23,"Denver Nuggets",-235,0,0,0.00,,0.00,0.00
"Elton Brand","Philadelphia 76ers",2016-04-05,2015,91,1610612755,400829041,1,9,41,0,"Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",-58,144,0,0.00,,0.00,0.00
"Mike Scott","Atlanta Hawks",2016-04-13,2015,6622,1610612737,400829108,3,1,34,1,"Jump Shot","3PT Field Goal",23,"Washington Wizards",232,0,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2016-04-05,2015,6475,1610612744,400829050,3,11,04,0,"Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",42,257,0,0.00,,0.00,0.00
"Paul Millsap","Atlanta Hawks",2016-04-13,2015,3015,1610612737,400829108,3,2,32,0,"Jump Shot","2PT Field Goal",3,"Washington Wizards",-34,2,0,0.00,,0.00,0.00
"Emmanuel Mudiay","Denver Nuggets",2016-04-02,2015,3892818,1610612743,400829028,2,0,59,1,"Jump Shot","2PT Field Goal",20,"Sacramento Kings",9,208,0,0.00,,0.00,0.00
"Kyle Korver","Atlanta Hawks",2016-04-13,2015,2011,1610612737,400829108,3,5,12,0,"Jump Shot","2PT Field Goal",13,"Washington Wizards",-129,52,0,0.00,,0.00,0.00
"Jonas Jerebko","Boston Celtics",2016-04-01,2015,3998,1610612738,400829023,2,9,00,0,"Jump Shot","3PT Field Goal",24,"Golden State Warriors",22,249,0,0.00,,0.00,0.00
"Shelvin Mack","Utah Jazz",2016-04-11,2015,6454,1610612762,400829097,1,7,35,0,"Jump Shot","3PT Field Goal",23,"Dallas Mavericks",230,2,0,0.00,,0.00,0.00
"Serge Ibaka","Oklahoma City Thunder",2016-04-05,2015,3439,1610612760,400829047,1,6,02,1,"Jump Shot","2PT Field Goal",17,"Denver Nuggets",-4,174,0,0.00,,0.00,0.00
"Pablo Prigioni","Los Angeles Clippers",2016-04-13,2015,4182,1610612746,400829116,1,7,03,0,"Jump Shot","3PT Field Goal",23,"Phoenix Suns",-237,-6,0,0.00,,0.00,0.00
"Nikola Jokic","Denver Nuggets",2016-04-02,2015,3112335,1610612743,400829028,1,5,50,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",-12,252,0,0.00,,0.00,0.00
"Henry Sims","Brooklyn Nets",2016-04-11,2015,6647,1610612751,400829093,1,11,04,0,"Jump Shot","2PT Field Goal",17,"Washington Wizards",-63,159,0,0.00,,0.00,0.00
"Channing Frye","Cleveland Cavaliers",2016-04-05,2015,2754,1610612739,400829046,4,10,48,1,"Jump Shot","2PT Field Goal",17,"Milwaukee Bucks",-155,82,0,0.00,,0.00,0.00
"Raul Neto","Utah Jazz",2016-04-13,2015,2968361,1610612762,400829115,2,10,17,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-161,185,0,0.00,,0.00,0.00
"Gerald Green","Miami Heat",2016-04-01,2015,2761,1610612748,400829022,3,6,10,1,"Jump Shot","3PT Field Goal",23,"Sacramento Kings",-233,26,0,0.00,,0.00,0.00
"Zach Randolph","Memphis Grizzlies",2016-04-13,2015,1017,1610612763,400829114,1,10,12,1,"Jump Shot","2PT Field Goal",6,"Golden State Warriors",-9,67,0,0.00,,0.00,0.00
"Mike Dunleavy","Chicago Bulls",2016-04-05,2015,1708,1610612741,400829045,1,6,48,0,"Jump Shot","2PT Field Goal",19,"Memphis Grizzlies",43,195,0,0.00,,0.00,0.00
"Robert Covington","Philadelphia 76ers",2016-04-10,2015,2490620,1610612755,400829084,3,0,36,0,"Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",109,234,0,0.00,,0.00,0.00
"Robert Covington","Philadelphia 76ers",2016-04-01,2015,2490620,1610612755,400829015,1,5,01,0,"Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-76,242,0,0.00,,0.00,0.00
"Mike Muscala","Atlanta Hawks",2016-04-11,2015,2490089,1610612737,400829090,4,4,25,1,"Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-233,3,0,0.00,,0.00,0.00
"Isaiah Canaan","Philadelphia 76ers",2016-04-05,2015,2490589,1610612755,400829041,2,3,05,0,"Jump Shot","2PT Field Goal",10,"New Orleans Pelicans",-94,43,0,0.00,,0.00,0.00
"Trey Lyles","Utah Jazz",2016-04-10,2015,3136196,1610612762,400829085,3,10,41,0,"Jump Shot","2PT Field Goal",18,"Denver Nuggets",-174,51,0,0.00,,0.00,0.00
"John Jenkins","Phoenix Suns",2016-04-05,2015,6594,1610612756,400829044,4,1,37,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-145,198,0,0.00,,0.00,0.00
"Matt Barnes","Memphis Grizzlies",2016-04-09,2015,1765,1610612763,400829077,2,1,44,0,"Jump Shot","3PT Field Goal",26,"Golden State Warriors",187,188,0,0.00,,0.00,0.00
"Gerald Green","Miami Heat",2016-04-01,2015,2761,1610612748,400829022,2,1,18,1,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",189,159,0,0.00,,0.00,0.00
"Otto Porter","Washington Wizards",2016-04-13,2015,,1610612764,400829108,3,4,30,0,"Jump Shot","3PT Field Goal",32,"Atlanta Hawks",-19,321,0,0.00,,0.00,0.00
"Al Horford","Atlanta Hawks",2016-04-05,2015,3213,1610612737,400829044,1,10,34,1,"Jump Shot","2PT Field Goal",19,"Phoenix Suns",-145,131,0,0.00,,0.00,0.00
"DeMar DeRozan","Toronto Raptors",2016-04-10,2015,3978,1610612761,400829089,4,5,05,1,"Jump Shot","2PT Field Goal",16,"New York Knicks",163,7,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-04-05,2015,3012,1610612761,400829043,4,2,53,1,"Jump Shot","3PT Field Goal",23,"Charlotte Hornets",225,56,0,0.00,,0.00,0.00
"James Ennis","New Orleans Pelicans",2016-04-13,2015,2579321,1610612740,400829113,2,1,09,1,"Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",-233,13,0,0.00,,0.00,0.00
"Jimmy Butler","Chicago Bulls",2016-04-02,2015,6430,1610612741,400829026,2,8,18,0,"Jump Shot","2PT Field Goal",21,"Detroit Pistons",9,214,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2016-04-11,2015,3136195,1610612750,400829094,1,7,45,0,"Jump Shot","2PT Field Goal",22,"Houston Rockets",-161,154,0,0.00,,0.00,0.00
"Lavoy Allen","Indiana Pacers",2016-04-02,2015,6424,1610612754,400829025,1,9,16,0,"Jump Shot","2PT Field Goal",10,"Philadelphia 76ers",-78,70,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-04-11,2015,6474,1610612739,400829090,1,5,34,0,"Jump Shot","2PT Field Goal",5,"Atlanta Hawks",19,56,0,0.00,,0.00,0.00
"Ronnie Price","Phoenix Suns",2016-04-01,2015,2807,1610612756,400829024,3,9,50,0,"Jump Shot","3PT Field Goal",22,"Washington Wizards",228,-16,0,0.00,,0.00,0.00
"DeMarre Carroll","Toronto Raptors",2016-04-10,2015,3970,1610612761,400829089,2,7,26,1,"Jump Shot","3PT Field Goal",24,"New York Knicks",182,164,0,0.00,,0.00,0.00
"Chris Paul","Los Angeles Clippers",2016-04-05,2015,2779,1610612746,400829051,2,0,01,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",89,237,0,0.00,,0.00,0.00
"Cameron Payne","Oklahoma City Thunder",2016-04-12,2015,3064230,1610612760,400829102,1,0,27,1,"Jump Shot","3PT Field Goal",25,"San Antonio Spurs",-201,149,0,0.00,,0.00,0.00
"JaKarr Sampson","Denver Nuggets",2016-04-02,2015,2608891,1610612743,400829028,3,7,04,1,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",155,188,0,0.00,,0.00,0.00
"Deron Williams","Dallas Mavericks",2016-04-13,2015,2798,1610612742,400829110,2,3,48,0,"Jump Shot","3PT Field Goal",25,"San Antonio Spurs",140,208,0,0.00,,0.00,0.00
"Trevor Booker","Utah Jazz",2016-04-01,2015,4270,1610612762,400829021,4,10,46,0,"Jump Shot","2PT Field Goal",17,"Minnesota Timberwolves",69,159,0,0.00,,0.00,0.00
"Quincy Acy","Sacramento Kings",2016-04-09,2015,6576,1610612758,400829080,2,0,58,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",12,249,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-04-05,2015,3059319,1610612750,400829050,5,4,01,1,"Jump Shot","2PT Field Goal",9,"Golden State Warriors",-96,-6,0,0.00,,0.00,0.00
"Danny Green","San Antonio Spurs",2016-04-13,2015,3988,1610612759,400829110,1,8,02,1,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",150,200,0,0.00,,0.00,0.00
"ETwaun Moore","Chicago Bulls",2016-04-02,2015,6460,1610612741,400829026,2,3,40,1,"Jump Shot","3PT Field Goal",24,"Detroit Pistons",-34,247,0,0.00,,0.00,0.00
"Doug McDermott","Chicago Bulls",2016-04-13,2015,2528588,1610612741,400829109,4,3,54,1,"Jump Shot","2PT Field Goal",16,"Philadelphia 76ers",-35,164,0,0.00,,0.00,0.00
"Kawhi Leonard","San Antonio Spurs",2016-04-05,2015,6450,1610612759,400829048,2,1,56,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",-227,90,0,0.00,,0.00,0.00
"Shabazz Napier","Orlando Magic",2016-04-10,2015,2530780,1610612753,400829087,4,11,08,0,"Jump Shot","3PT Field Goal",24,"Miami Heat",-155,193,0,0.00,,0.00,0.00
"Derrick Favors","Utah Jazz",2016-04-05,2015,4257,1610612762,400829048,1,0,01,0,"Jump Shot","3PT Field Goal",52,"San Antonio Spurs",163,496,0,0.00,,0.00,0.00
"Gary Harris","Denver Nuggets",2016-04-10,2015,2999547,1610612743,400829085,1,5,02,0,"Jump Shot","2PT Field Goal",11,"Utah Jazz",-45,105,0,0.00,,0.00,0.00
"Reggie Jackson","Detroit Pistons",2016-04-02,2015,6443,1610612765,400829026,1,4,36,0,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",-156,198,0,0.00,,0.00,0.00
"Nikola Mirotic","Chicago Bulls",2016-04-13,2015,6459,1610612741,400829109,3,0,42,1,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",101,224,0,0.00,,0.00,0.00
"Anthony Morrow","Oklahoma City Thunder",2016-04-05,2015,3474,1610612760,400829047,2,4,44,1,"Jump Shot","3PT Field Goal",23,"Denver Nuggets",-237,7,0,0.00,,0.00,0.00
"Zach LaVine","Minnesota Timberwolves",2016-04-11,2015,3064440,1610612750,400829094,2,2,03,0,"Jump Shot","3PT Field Goal",25,"Houston Rockets",155,208,0,0.00,,0.00,0.00
"Matt Barnes","Memphis Grizzlies",2016-04-05,2015,1765,1610612763,400829045,3,7,53,1,"Jump Shot","3PT Field Goal",23,"Chicago Bulls",-233,-16,0,0.00,,0.00,0.00
"Dwyane Wade","Miami Heat",2016-04-10,2015,1987,1610612748,400829087,3,5,55,1,"Jump Shot","2PT Field Goal",19,"Orlando Magic",155,121,0,0.00,,0.00,0.00
"Jerami Grant","Philadelphia 76ers",2016-04-02,2015,2991070,1610612755,400829025,3,5,59,1,"Jump Shot","3PT Field Goal",22,"Indiana Pacers",-227,-11,0,0.00,,0.00,0.00
"Garrett Temple","Washington Wizards",2016-04-13,2015,4023,1610612764,400829108,1,0,00,0,"Jump Shot","3PT Field Goal",38,"Atlanta Hawks",-1,380,0,0.00,,0.00,0.00
"Brandon Jennings","Orlando Magic",2016-04-01,2015,3997,1610612753,400829020,2,10,16,0,"Jump Shot","2PT Field Goal",18,"Milwaukee Bucks",-183,-6,0,0.00,,0.00,0.00
"Bismack Biyombo","Toronto Raptors",2016-04-10,2015,6427,1610612761,400829089,3,0,43,1,"Jump Shot","2PT Field Goal",14,"New York Knicks",-145,-6,0,0.00,,0.00,0.00
"Jordan Farmar","Memphis Grizzlies",2016-04-01,2015,3002,1610612763,400829019,4,1,16,0,"Jump Shot","2PT Field Goal",4,"Toronto Raptors",20,36,0,0.00,,0.00,0.00
"Kobe Bryant","Los Angeles Lakers",2016-04-10,2015,110,1610612747,400829082,4,2,53,0,"Jump Shot","3PT Field Goal",25,"Houston Rockets",-163,193,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-04-05,2015,3012,1610612761,400829043,2,2,44,1,"Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-117,239,0,0.00,,0.00,0.00
"Rondae HollisJefferson","Brooklyn Nets",2016-04-11,2015,3064291,1610612751,400829093,3,1,43,0,"Jump Shot","2PT Field Goal",19,"Washington Wizards",12,193,0,0.00,,0.00,0.00
"Marvin Williams","Charlotte Hornets",2016-04-05,2015,2797,1610612766,400829043,2,11,09,0,"Jump Shot","2PT Field Goal",22,"Toronto Raptors",173,146,0,0.00,,0.00,0.00
"Trevor Ariza","Houston Rockets",2016-04-07,2015,2426,1610612745,400829062,3,7,46,1,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",230,75,0,0.00,,0.00,0.00
"Jimmy Butler","Chicago Bulls",2016-04-03,2015,6430,1610612741,400829037,3,6,14,1,"Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",-210,180,0,0.00,,0.00,0.00
"Kemba Walker","Charlotte Hornets",2016-04-13,2015,6479,1610612766,400829106,1,10,23,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",78,242,0,0.00,,0.00,0.00
"Jose Juan Barea","Dallas Mavericks",2016-04-01,2015,,1610612742,400829016,2,3,26,0,"Jump Shot","2PT Field Goal",5,"Detroit Pistons",45,36,0,0.00,,0.00,0.00
"Marvin Williams","Charlotte Hornets",2016-04-13,2015,2797,1610612766,400829106,1,11,16,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",-186,174,0,0.00,,0.00,0.00
"Markieff Morris","Washington Wizards",2016-04-01,2015,6461,1610612764,400829024,2,1,09,0,"Jump Shot","2PT Field Goal",15,"Phoenix Suns",155,11,0,0.00,,0.00,0.00
"Jae Crowder","Boston Celtics",2016-04-09,2015,6581,1610612738,400829075,4,3,46,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",119,213,0,0.00,,0.00,0.00
"Josh McRoberts","Miami Heat",2016-04-02,2015,3220,1610612748,400829029,1,1,57,1,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",141,205,0,0.00,,0.00,0.00
"Chris Paul","Los Angeles Clippers",2016-04-12,2015,2779,1610612746,400829103,3,9,49,0,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-104,237,0,0.00,,0.00,0.00
"Trey Lyles","Utah Jazz",2016-04-01,2015,3136196,1610612762,400829021,1,11,10,1,"Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",-238,18,0,0.00,,0.00,0.00
"Norman Powell","Toronto Raptors",2016-04-13,2015,2595516,1610612761,400829105,2,5,15,1,"Jump Shot","3PT Field Goal",24,"Brooklyn Nets",241,-31,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-04-05,2015,6606,1610612757,400829049,1,11,18,1,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",4,247,0,0.00,,0.00,0.00
"Rodney Hood","Utah Jazz",2016-04-11,2015,2581177,1610612762,400829097,1,11,37,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",-132,218,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-04-05,2015,3975,1610612744,400829050,3,0,11,0,"Jump Shot","3PT Field Goal",28,"Minnesota Timberwolves",127,257,0,0.00,,0.00,0.00
"Rodney Hood","Utah Jazz",2016-04-11,2015,2581177,1610612762,400829097,4,0,24,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",-78,229,0,0.00,,0.00,0.00
"JR Smith","Cleveland Cavaliers",2016-04-01,2015,2444,1610612739,400829018,3,4,26,0,"Jump Shot","3PT Field Goal",25,"Atlanta Hawks",184,183,0,0.00,,0.00,0.00
"Deron Williams","Dallas Mavericks",2016-04-13,2015,2798,1610612742,400829110,3,9,22,0,"Jump Shot","3PT Field Goal",26,"San Antonio Spurs",-101,242,0,0.00,,0.00,0.00
"Allen Crabbe","Portland Trail Blazers",2016-04-05,2015,2531210,1610612757,400829049,3,4,13,0,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",235,65,0,0.00,,0.00,0.00
"Raymond Felton","Dallas Mavericks",2016-04-13,2015,2753,1610612742,400829110,4,9,11,1,"Jump Shot","2PT Field Goal",19,"San Antonio Spurs",-192,2,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2016-04-05,2015,2991282,1610612758,400829049,3,4,26,0,"Jump Shot","2PT Field Goal",4,"Portland Trail Blazers",-16,47,0,0.00,,0.00,0.00
"Kevin Martin","San Antonio Spurs",2016-04-13,2015,2394,1610612759,400829110,2,8,11,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",132,218,0,0.00,,0.00,0.00
"Gary Harris","Denver Nuggets",2016-04-02,2015,2999547,1610612743,400829028,3,0,09,1,"Jump Shot","3PT Field Goal",26,"Sacramento Kings",197,183,0,0.00,,0.00,0.00
"Jabari Parker","Milwaukee Bucks",2016-04-10,2015,3056600,1610612749,400829084,4,11,40,0,"Jump Shot","2PT Field Goal",22,"Philadelphia 76ers",101,200,0,0.00,,0.00,0.00
"Will Barton","Denver Nuggets",2016-04-02,2015,6579,1610612743,400829028,2,9,04,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",153,210,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-04-10,2015,3992,1610612745,400829082,4,3,01,0,"Jump Shot","3PT Field Goal",27,"Los Angeles Lakers",145,229,0,0.00,,0.00,0.00
"David West","San Antonio Spurs",2016-04-05,2015,2177,1610612759,400829048,4,8,46,1,"Jump Shot","2PT Field Goal",16,"Utah Jazz",28,160,0,0.00,,0.00,0.00
"Kyle Singler","Oklahoma City Thunder",2016-04-11,2015,6469,1610612760,400829096,1,1,48,1,"Jump Shot","2PT Field Goal",14,"Los Angeles Lakers",-76,120,0,0.00,,0.00,0.00
"Patty Mills","San Antonio Spurs",2016-04-05,2015,4004,1610612759,400829048,3,1,08,0,"Jump Shot","2PT Field Goal",16,"Utah Jazz",155,65,0,0.00,,0.00,0.00
"Justin Holiday","Chicago Bulls",2016-04-13,2015,2284101,1610612741,400829109,1,5,05,1,"Jump Shot","2PT Field Goal",18,"Philadelphia 76ers",184,26,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2016-04-03,2015,609,1610612742,400829033,1,2,19,1,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-132,218,0,0.00,,0.00,0.00
"Greivis Vasquez","Milwaukee Bucks",2016-04-11,2015,4291,1610612749,400829091,2,8,55,0,"Jump Shot","3PT Field Goal",26,"Orlando Magic",-122,239,0,0.00,,0.00,0.00
"Gary Harris","Denver Nuggets",2016-04-05,2015,2999547,1610612743,400829047,2,1,23,0,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-187,175,0,0.00,,0.00,0.00
